ID_order,Company_Brand,Income,Time_start,Time_finish,Priority,Perishable,Fragile,Weight,Time_spent,Time_priority,Count,Shelf_Cluster
517,PepsiCo,8.35,2024-02-19 01:25:00,2024-02-25 08:30:00,0,1,1,8,543900.0,1.8385698867992521e-06,626,2
518,Coca-Cola,13.63,2024-02-19 02:08:00,2024-02-22 02:02:00,1,1,0,14,258840.0,3.863375585784323e-06,264,3
519,Coca-Cola,20.35,2024-02-19 02:40:00,2024-02-24 09:06:00,0,1,0,7,455160.0,2.1970247890306947e-06,264,3
520,Pringles,13.99,2024-02-19 09:16:00,2024-02-21 05:40:00,0,1,1,17,159840.0,6.2562171157587855e-06,323,3
521,Coca-Cola,13.86,2024-02-19 11:50:00,2024-02-24 19:06:00,0,1,0,5,458160.0,2.1826388540272963e-06,264,3
522,Pringles,28.68,2024-02-19 12:08:00,2024-02-24 16:29:00,0,1,1,12,447660.0,2.233833190740315e-06,323,3
523,Uniqlo,181.57,2024-02-19 12:17:00,2024-02-20 13:47:00,1,0,0,14,91800.0,1.0893127525843945e-05,158,7
524,PepsiCo,22.64,2024-02-19 14:12:00,2024-02-23 07:42:00,1,1,0,14,322200.0,3.103652688849507e-06,626,2
525,Pringles,17.69,2024-02-19 14:14:00,2024-02-20 13:06:00,0,1,0,6,82320.0,1.2147568664131874e-05,323,8
526,Shunchen Sports Jia,71.63,2024-02-19 15:47:00,2024-02-20 08:19:00,0,0,1,17,59520.0,1.680079299742948e-05,185,8
527,Pringles,19.86,2024-02-19 15:48:00,2024-02-21 08:18:00,0,1,1,16,145800.0,6.858663520826332e-06,323,3
528,PepsiCo,9.05,2024-02-19 15:49:00,2024-02-25 19:25:00,0,1,1,12,531360.0,1.8819597222980234e-06,626,2
529,PepsiCo,15.48,2024-02-19 17:51:00,2024-02-24 00:41:00,0,1,1,13,370200.0,2.7012352748912077e-06,626,2
530,PepsiCo,23.09,2024-02-19 18:26:00,2024-02-21 04:05:00,0,1,1,10,121140.0,8.2548435294409e-06,626,2
531,Zara,133.57,2024-02-19 18:41:00,2024-02-25 06:02:00,1,0,0,15,472860.0,2.114786374854344e-06,153,1
532,Uniqlo,110.26,2024-02-19 20:17:00,2024-02-21 10:37:00,1,0,0,6,138000.0,7.246324301997812e-06,158,7
533,PepsiCo,10.91,2024-02-19 20:20:00,2024-02-24 03:28:00,1,1,0,20,371280.0,2.6933777920227537e-06,626,2
534,PepsiCo,32.96,2024-02-19 22:57:00,2024-02-22 13:09:00,1,1,0,20,223920.0,4.465860727667347e-06,626,2
535,Uniqlo,121.79,2024-02-20 00:19:00,2024-02-21 23:55:00,1,0,1,18,171360.0,5.8356335455558735e-06,158,1
536,PepsiCo,27.42,2024-02-20 00:26:00,2024-02-20 11:33:00,1,1,0,16,40020.0,2.498688188700932e-05,626,5
537,Gap,141.03,2024-02-20 01:49:00,2024-02-26 06:19:00,1,0,0,5,534600.0,1.8705539271344423e-06,77,1
538,PepsiCo,10.06,2024-02-20 03:21:00,2024-02-23 05:08:00,1,1,0,4,265620.0,3.764762575248192e-06,626,2
539,Uniqlo,148.07,2024-02-20 03:58:00,2024-02-26 02:49:00,0,0,0,17,514260.0,1.9445378902930613e-06,158,1
540,Pringles,26.58,2024-02-20 04:19:00,2024-02-22 09:14:00,0,1,1,1,190500.0,5.2493162765549786e-06,323,3
541,NIKE,244.89,2024-02-20 05:51:00,2024-02-23 20:02:00,1,0,0,20,310260.0,3.223092815403805e-06,60,9
542,Shunchen Sports Jia,55.11,2024-02-20 06:33:00,2024-02-23 23:42:00,0,0,1,4,320940.0,3.1158374903798516e-06,185,4
543,Pringles,10.09,2024-02-20 06:33:00,2024-02-23 18:03:00,0,1,1,8,300600.0,3.3266689066237304e-06,323,3
544,Pringles,12.11,2024-02-20 07:56:00,2024-02-24 09:14:00,1,1,0,10,350280.0,2.854850819770413e-06,323,3
545,PepsiCo,22.63,2024-02-20 09:12:00,2024-02-24 12:10:00,1,1,1,19,356280.0,2.8067733053404475e-06,626,2
546,Shunchen Sports Jia,76.03,2024-02-20 09:26:00,2024-02-26 14:14:00,1,0,1,16,535680.0,1.8667826560956987e-06,185,4
547,Shunchen Sports Jia,61.82,2024-02-20 09:39:00,2024-02-22 15:51:00,1,0,0,17,195120.0,5.125024984496799e-06,185,4
548,PepsiCo,17.01,2024-02-20 11:13:00,2024-02-23 19:54:00,1,1,1,8,290460.0,3.442802992484361e-06,626,2
549,Pringles,20.06,2024-02-20 11:21:00,2024-02-26 04:06:00,0,1,0,17,492300.0,2.0312776126800472e-06,323,3
550,Pringles,21.65,2024-02-20 13:16:00,2024-02-23 19:59:00,1,1,1,3,283380.0,3.528818092956126e-06,323,3
551,Coca-Cola,12.37,2024-02-20 14:43:00,2024-02-25 14:19:00,0,1,1,4,430560.0,2.3225512761257987e-06,264,3
552,NIKE,109.28,2024-02-20 17:46:00,2024-02-21 06:46:00,0,0,0,11,46800.0,2.1367064806307558e-05,60,6
553,NIKE,271.17,2024-02-20 18:08:00,2024-02-23 00:50:00,1,0,1,7,196920.0,5.078178558914488e-06,60,9
554,Uniqlo,104.04,2024-02-20 19:05:00,2024-02-21 21:27:00,0,0,0,6,94920.0,1.0535076537331043e-05,158,7
555,361 Du KIDS,40.05,2024-02-20 19:21:00,2024-02-23 02:47:00,1,0,1,6,199560.0,5.010999143119146e-06,58,4
556,Coca-Cola,22.92,2024-02-20 20:25:00,2024-02-23 00:05:00,1,1,0,18,186000.0,5.376315181101177e-06,264,3
557,Gap,135.97,2024-02-20 20:47:00,2024-02-25 16:38:00,1,0,1,11,417060.0,2.397730787582632e-06,77,1
558,PepsiCo,12.85,2024-02-20 21:00:00,2024-02-23 09:25:00,0,1,0,10,217500.0,4.597680010666618e-06,626,2
559,Coca-Cola,17.85,2024-02-20 21:48:00,2024-02-22 19:05:00,1,1,1,19,163020.0,6.134179032149233e-06,264,3
560,Pringles,21.83,2024-02-20 21:49:00,2024-02-26 09:51:00,1,1,0,7,475320.0,2.1038414040195994e-06,323,3
561,PepsiCo,10.71,2024-02-20 22:01:00,2024-02-24 20:08:00,0,1,1,11,338820.0,2.951410921991258e-06,626,2
562,Uniqlo,125.92,2024-02-21 01:00:00,2024-02-27 00:41:00,1,0,1,9,517260.0,1.9332599983373962e-06,158,1
563,Coca-Cola,8.5,2024-02-21 02:19:00,2024-02-25 20:38:00,0,1,0,8,411540.0,2.4298915539399478e-06,264,3
564,Zara,130.82,2024-02-21 03:55:00,2024-02-25 04:44:00,1,0,0,16,348540.0,2.869102917590757e-06,153,1
565,PepsiCo,24.08,2024-02-21 04:47:00,2024-02-23 02:11:00,0,1,1,20,163440.0,6.118415819775944e-06,626,2
566,PepsiCo,31.61,2024-02-21 05:20:00,2024-02-23 13:58:00,1,1,0,2,203880.0,4.904821930439816e-06,626,2
567,PepsiCo,32.86,2024-02-21 05:43:00,2024-02-21 14:50:00,0,1,0,19,32820.0,3.046829773620548e-05,626,5
568,Uniqlo,193.34,2024-02-21 06:56:00,2024-02-23 12:31:00,0,0,0,8,192900.0,5.184006303751665e-06,158,9
569,PepsiCo,9.73,2024-02-21 07:09:00,2024-02-24 17:20:00,0,1,1,18,295860.0,3.379965591950274e-06,626,2
570,Shunchen Sports Jia,54.66,2024-02-21 07:57:00,2024-02-22 12:02:00,0,0,0,5,101100.0,9.891099000009891e-06,185,8
571,Pringles,15.79,2024-02-21 08:35:00,2024-02-24 22:47:00,0,1,1,15,310320.0,3.222469636279852e-06,323,3
572,Coca-Cola,14.7,2024-02-21 11:18:00,2024-02-24 15:38:00,0,1,1,7,274800.0,3.6389969468815618e-06,264,3
573,Zara,70.62,2024-02-21 11:23:00,2024-02-22 17:14:00,1,0,0,3,107460.0,9.305701603372386e-06,153,8
574,H&M,92.85,2024-02-21 12:57:00,2024-02-24 04:23:00,0,0,0,15,228360.0,4.379031445824812e-06,96,4
575,Coca-Cola,24.58,2024-02-21 12:59:00,2024-02-27 00:11:00,1,1,0,11,472320.0,2.1172041895236503e-06,264,3
576,Gap,101.23,2024-02-21 13:01:00,2024-02-24 13:38:00,0,0,1,16,261420.0,3.825247397875458e-06,77,1
577,Coca-Cola,11.77,2024-02-21 13:49:00,2024-02-26 01:53:00,1,1,0,4,389040.0,2.570423168766274e-06,264,3
578,H&M,101.17,2024-02-21 15:32:00,2024-02-27 00:52:00,1,0,1,7,465600.0,2.147761710133784e-06,96,1
579,Pringles,13.14,2024-02-21 16:20:00,2024-02-27 12:43:00,1,1,1,1,505380.0,1.978705174907644e-06,323,3
580,Gap,102.19,2024-02-21 17:08:00,2024-02-26 19:48:00,1,0,0,8,441600.0,2.2644876257073695e-06,77,1
581,PepsiCo,28.15,2024-02-21 17:13:00,2024-02-25 07:37:00,1,1,0,10,311040.0,3.215010239807614e-06,626,2
582,H&M,148.02,2024-02-21 17:19:00,2024-02-26 21:27:00,0,0,1,13,446880.0,2.2377321926866435e-06,96,1
583,Uniqlo,149.69,2024-02-21 17:32:00,2024-02-25 04:37:00,0,0,1,20,299100.0,3.3433522455625357e-06,158,1
584,PepsiCo,9.55,2024-02-21 17:35:00,2024-02-24 13:50:00,1,1,1,12,245700.0,4.069987505138359e-06,626,2
585,Uniqlo,152.43,2024-02-21 18:46:00,2024-02-23 09:26:00,0,0,1,5,139200.0,7.183856437812947e-06,158,7
586,PepsiCo,9.52,2024-02-21 18:47:00,2024-02-23 04:12:00,1,1,0,15,120300.0,8.31248285550411e-06,626,2
587,PepsiCo,32.59,2024-02-21 18:48:00,2024-02-25 23:25:00,0,1,0,18,362220.0,2.7607455117179842e-06,626,2
588,Shunchen Sports Jia,69.14,2024-02-21 19:34:00,2024-02-24 02:51:00,0,0,1,20,199020.0,5.0245953944558614e-06,185,4
589,Zara,99.03,2024-02-21 23:10:00,2024-02-22 11:43:00,1,0,0,16,45180.0,2.2133197583054823e-05,153,6
590,Pringles,23.62,2024-02-22 00:29:00,2024-02-27 07:30:00,1,1,0,13,457260.0,2.1869348140339983e-06,323,3
591,PepsiCo,33.16,2024-02-22 00:36:00,2024-02-23 04:25:00,0,1,1,15,100140.0,9.98591985300726e-06,626,2
592,Gap,137.18,2024-02-22 02:00:00,2024-02-27 10:35:00,0,0,1,20,462900.0,2.1602891330975737e-06,77,1
593,Pringles,12.94,2024-02-22 02:02:00,2024-02-24 20:24:00,0,1,1,3,238920.0,4.185483904721644e-06,323,3
594,Shunchen Sports Jia,54.79,2024-02-22 02:05:00,2024-02-27 02:08:00,0,0,0,7,432180.0,2.3138453564594463e-06,185,4
595,Shunchen Sports Jia,72.55,2024-02-22 07:51:00,2024-02-27 19:14:00,0,0,1,14,472980.0,2.1142498324457006e-06,185,4
596,PepsiCo,32.17,2024-02-22 08:37:00,2024-02-28 03:18:00,0,1,0,10,499260.0,2.0029603754348926e-06,626,2
597,Pringles,23.83,2024-02-22 10:02:00,2024-02-25 01:47:00,0,1,0,15,229500.0,4.357279488978261e-06,323,3
598,PepsiCo,27.64,2024-02-22 10:21:00,2024-02-27 16:27:00,0,1,1,13,453960.0,2.2028324019023662e-06,626,2
599,NIKE,280.34,2024-02-22 10:22:00,2024-02-23 00:24:00,1,0,1,18,50520.0,1.9793749134023476e-05,60,6
600,PepsiCo,30.36,2024-02-22 11:55:00,2024-02-27 23:43:00,0,1,0,5,474480.0,2.107565951007522e-06,626,2
601,PepsiCo,11.28,2024-02-22 12:24:00,2024-02-27 10:39:00,0,1,1,21,425700.0,2.3490665983871307e-06,626,2
602,PepsiCo,27.89,2024-02-22 12:31:00,2024-02-23 03:54:00,0,1,0,20,55380.0,1.805673425904191e-05,626,5
603,Uniqlo,122.69,2024-02-22 12:51:00,2024-02-27 12:27:00,0,0,1,5,430560.0,2.3225512761257987e-06,158,1
604,PepsiCo,15.11,2024-02-22 13:31:00,2024-02-25 13:09:00,1,1,1,1,257880.0,3.877757570352217e-06,626,2
605,PepsiCo,21.4,2024-02-22 14:21:00,2024-02-27 16:46:00,1,1,1,16,440700.0,2.2691121644834026e-06,626,2
606,PepsiCo,24.72,2024-02-22 16:06:00,2024-02-28 13:55:00,1,1,0,10,510540.0,1.9587065485436037e-06,626,2
607,PepsiCo,23.58,2024-02-22 22:45:00,2024-02-25 20:15:00,1,1,1,10,250200.0,3.996786583586796e-06,626,2
608,361 Du KIDS,73.21,2024-02-22 23:18:00,2024-02-25 11:23:00,1,0,1,4,216300.0,4.623187132745572e-06,58,4
609,Coca-Cola,18.22,2024-02-23 01:13:00,2024-02-28 05:28:00,1,1,0,8,447300.0,2.235631040395617e-06,264,3
610,H&M,133.91,2024-02-23 01:17:00,2024-02-26 10:27:00,0,0,0,5,292200.0,3.4223017717256273e-06,96,1
611,H&M,97.32,2024-02-23 01:41:00,2024-02-25 19:10:00,1,0,0,11,235740.0,4.241943488828841e-06,96,1
612,PepsiCo,22.51,2024-02-23 02:40:00,2024-02-26 03:26:00,1,1,1,4,261960.0,3.817362126423399e-06,626,2
613,PepsiCo,15.72,2024-02-23 03:07:00,2024-02-29 04:05:00,0,1,1,17,521880.0,1.9161456347328223e-06,626,2
614,Uniqlo,168.82,2024-02-23 05:03:00,2024-02-28 13:35:00,0,0,0,20,462720.0,2.161129492718074e-06,158,1
615,PepsiCo,15.85,2024-02-23 05:09:00,2024-02-27 21:55:00,0,1,1,13,405960.0,2.4632908087230056e-06,626,2
616,PepsiCo,17.1,2024-02-23 05:31:00,2024-02-27 02:33:00,0,1,1,9,334920.0,2.985778735880999e-06,626,2
617,Pringles,29.81,2024-02-23 06:24:00,2024-02-28 15:30:00,0,1,0,8,464760.0,2.151643532912615e-06,323,3
618,Coca-Cola,21.55,2024-02-23 06:31:00,2024-02-27 19:08:00,1,1,0,7,391020.0,2.557407402671468e-06,264,3
619,NIKE,115.7,2024-02-23 07:26:00,2024-02-29 14:30:00,1,0,0,16,543840.0,1.838772729529403e-06,60,1
620,Uniqlo,144.15,2024-02-23 07:43:00,2024-02-25 13:02:00,0,0,1,6,191940.0,5.209934302728442e-06,158,1
621,PepsiCo,33.56,2024-02-23 08:39:00,2024-02-25 23:30:00,1,1,0,18,226260.0,4.419674623554214e-06,626,2
622,Uniqlo,113.26,2024-02-23 09:02:00,2024-02-23 21:51:00,0,0,0,2,46140.0,2.1672698901194166e-05,158,6
623,H&M,89.79,2024-02-23 09:14:00,2024-02-29 17:15:00,0,0,1,9,547260.0,1.827281680952964e-06,96,4
624,Pringles,26.82,2024-02-23 14:14:00,2024-02-28 19:17:00,0,1,1,6,450180.0,2.2213287544343277e-06,323,3
625,Zara,81.49,2024-02-23 14:50:00,2024-02-29 05:23:00,0,0,0,6,484380.0,2.0644905559879517e-06,153,4
626,Pringles,18.97,2024-02-23 14:54:00,2024-02-28 19:22:00,0,1,0,20,448080.0,2.231739350697753e-06,323,3
627,PepsiCo,20.43,2024-02-23 15:58:00,2024-02-27 00:15:00,1,1,1,13,289020.0,3.4599561969545467e-06,626,2
628,Pringles,21.14,2024-02-23 17:10:00,2024-02-24 17:01:00,1,1,1,9,85860.0,1.1646731344848068e-05,323,8
629,Coca-Cola,10.86,2024-02-23 18:54:00,2024-02-28 13:12:00,1,1,1,6,411480.0,2.430245867974463e-06,264,3
630,Coca-Cola,15.75,2024-02-23 19:50:00,2024-02-24 20:29:00,1,1,1,17,88740.0,1.126874838011742e-05,264,8
631,Shunchen Sports Jia,56.74,2024-02-23 20:23:00,2024-02-25 13:01:00,1,0,0,13,146280.0,6.836157805866791e-06,185,4
632,Shunchen Sports Jia,50.36,2024-02-23 22:03:00,2024-02-24 21:15:00,1,0,1,10,83520.0,1.1973036721303624e-05,185,8
633,Pringles,29.0,2024-02-23 22:23:00,2024-02-24 07:36:00,0,1,0,4,33180.0,3.0137729423465235e-05,323,5
634,Pringles,24.61,2024-02-24 02:14:00,2024-02-26 09:40:00,1,1,0,15,199560.0,5.010999143119146e-06,323,3
635,Uniqlo,157.0,2024-02-24 02:14:00,2024-03-01 07:02:00,1,0,0,15,535680.0,1.8667826560956987e-06,158,1
636,PepsiCo,32.13,2024-02-24 04:07:00,2024-03-01 03:07:00,0,1,0,18,514800.0,1.9424981691954754e-06,626,2
637,Gap,116.46,2024-02-24 05:42:00,2024-02-27 06:17:00,1,0,0,9,261300.0,3.827004106375406e-06,77,1
638,Shunchen Sports Jia,60.61,2024-02-24 05:45:00,2024-02-26 11:16:00,0,0,0,5,192660.0,5.190464079393339e-06,185,4
639,PepsiCo,29.64,2024-02-24 06:17:00,2024-02-28 20:42:00,0,1,1,10,397500.0,2.5157169415925998e-06,626,2
640,H&M,120.82,2024-02-24 06:37:00,2024-02-29 02:27:00,1,0,1,7,417000.0,2.3980757839909255e-06,96,1
641,Gap,135.4,2024-02-24 08:32:00,2024-02-28 11:53:00,0,0,1,6,357660.0,2.795943644959892e-06,77,1
642,Pringles,16.81,2024-02-24 10:10:00,2024-02-28 14:25:00,0,1,0,14,360900.0,2.7708429735578455e-06,323,3
643,Pringles,19.98,2024-02-24 11:49:00,2024-02-29 04:50:00,1,1,1,14,406860.0,2.4578418673699373e-06,323,3
644,Uniqlo,105.19,2024-02-24 12:50:00,2024-02-25 08:13:00,0,0,1,20,69780.0,1.433054843008842e-05,158,7
645,Zara,67.18,2024-02-24 13:30:00,2024-02-28 17:24:00,1,0,0,21,359640.0,2.780550604630729e-06,153,4
646,Pringles,23.39,2024-02-24 15:21:00,2024-02-28 10:01:00,0,1,0,8,326400.0,3.0637161038109566e-06,323,3
647,Coca-Cola,12.04,2024-02-24 16:35:00,2024-02-25 21:23:00,0,1,0,13,103680.0,9.644968702076561e-06,264,8
648,Pringles,17.15,2024-02-24 16:46:00,2024-02-27 02:20:00,0,1,0,15,207240.0,4.82530001302831e-06,323,3
649,Coca-Cola,23.07,2024-02-24 17:31:00,2024-02-28 06:51:00,1,1,1,15,307200.0,3.2551977369865334e-06,264,3
650,H&M,107.38,2024-02-24 18:52:00,2024-02-27 04:08:00,0,0,1,2,206160.0,4.850577946362309e-06,96,1
651,Pringles,23.54,2024-02-24 19:05:00,2024-02-29 03:59:00,0,1,0,20,377640.0,2.648017561652469e-06,323,3
652,PepsiCo,18.5,2024-02-24 19:19:00,2024-02-26 02:46:00,0,1,1,3,113220.0,8.832283763612757e-06,626,2
653,H&M,121.73,2024-02-24 19:55:00,2024-02-26 11:53:00,0,0,1,9,143880.0,6.95018800258547e-06,96,7
654,Shunchen Sports Jia,75.33,2024-02-24 19:57:00,2024-03-01 22:40:00,0,0,1,11,528180.0,1.8932903682639096e-06,185,4
655,Shunchen Sports Jia,70.47,2024-02-24 20:12:00,2024-03-02 05:24:00,0,0,1,16,551520.0,1.813167585640438e-06,185,4
656,PepsiCo,25.85,2024-02-24 20:48:00,2024-02-29 04:50:00,0,1,1,20,374520.0,2.6700772453347076e-06,626,2
657,Uniqlo,174.9,2024-02-24 21:15:00,2024-02-26 18:48:00,0,0,1,10,163980.0,6.098267482208305e-06,158,9
658,Shunchen Sports Jia,63.07,2024-02-24 23:41:00,2024-02-29 02:16:00,0,0,0,20,354900.0,2.817687186003984e-06,185,4
659,Coca-Cola,12.82,2024-02-24 23:43:00,2024-02-27 19:18:00,1,1,0,8,243300.0,4.110135182346147e-06,264,3
660,NIKE,245.47,2024-02-24 23:59:00,2024-03-01 16:40:00,0,0,0,15,492060.0,2.0322683569720016e-06,60,9
661,H&M,82.16,2024-02-25 02:22:00,2024-03-01 23:35:00,0,0,1,12,508380.0,1.9670286655087425e-06,96,4
662,Coca-Cola,11.39,2024-02-25 02:34:00,2024-02-29 21:10:00,1,1,0,20,412560.0,2.4238839832170274e-06,264,3
663,Gap,108.31,2024-02-25 03:17:00,2024-03-01 02:15:00,0,0,1,17,428280.0,2.3349156278237886e-06,77,1
664,Coca-Cola,7.5,2024-02-25 03:42:00,2024-02-29 01:21:00,0,1,0,9,337140.0,2.9661180337010332e-06,264,3
665,Uniqlo,138.65,2024-02-25 03:47:00,2024-02-27 23:53:00,1,0,1,6,245160.0,4.078952198759183e-06,158,1
666,PepsiCo,8.28,2024-02-25 05:04:00,2024-03-02 04:25:00,1,1,1,9,516060.0,1.9377554203863495e-06,626,2
667,PepsiCo,12.23,2024-02-25 05:50:00,2024-02-28 11:44:00,0,1,0,3,280440.0,3.565812416871998e-06,626,2
668,Pringles,29.21,2024-02-25 06:49:00,2024-03-01 17:42:00,0,1,0,18,471180.0,2.122326664275512e-06,323,3
669,Shunchen Sports Jia,73.88,2024-02-25 06:56:00,2024-03-02 04:13:00,0,0,0,4,508620.0,1.966100495260715e-06,185,4
670,Coca-Cola,17.88,2024-02-25 07:02:00,2024-02-27 01:11:00,0,1,1,5,151740.0,6.590176682636861e-06,264,3
671,Coca-Cola,16.26,2024-02-25 10:00:00,2024-02-27 14:46:00,1,1,1,3,189960.0,5.264238448944783e-06,264,3
672,Pringles,13.66,2024-02-25 10:02:00,2024-02-26 05:12:00,1,1,0,8,69000.0,1.4492543586324836e-05,323,8
673,Shunchen Sports Jia,58.43,2024-02-25 10:39:00,2024-03-01 12:06:00,0,0,1,5,437220.0,2.2871728485136807e-06,185,4
674,Shunchen Sports Jia,58.65,2024-02-25 11:13:00,2024-03-02 10:00:00,1,0,1,12,514020.0,1.9454458086342775e-06,185,4
675,NIKE,204.23,2024-02-25 11:19:00,2024-03-01 21:53:00,0,0,1,12,470040.0,2.1274739863118325e-06,60,9
676,PepsiCo,22.66,2024-02-25 12:09:00,2024-02-25 22:57:00,0,1,1,19,38880.0,2.5719503099200123e-05,626,5
677,Zara,94.23,2024-02-25 12:42:00,2024-02-27 23:28:00,1,0,0,7,211560.0,4.7267691115092105e-06,153,4
678,Coca-Cola,11.51,2024-02-25 14:00:00,2024-03-02 07:42:00,1,1,1,3,495720.0,2.017263743113566e-06,264,3
679,Shunchen Sports Jia,65.68,2024-02-25 14:33:00,2024-02-26 10:03:00,0,0,0,19,70200.0,1.4244811327473967e-05,185,8
680,Shunchen Sports Jia,74.9,2024-02-25 14:59:00,2024-03-01 13:33:00,1,0,0,5,426840.0,2.3427927495249987e-06,185,4
681,PepsiCo,16.68,2024-02-25 15:23:00,2024-02-27 15:37:00,0,1,1,19,173640.0,5.759008529091631e-06,626,2
682,Coca-Cola,10.69,2024-02-25 15:30:00,2024-03-01 05:49:00,0,1,1,8,397140.0,2.517997386318713e-06,264,3
683,Uniqlo,170.61,2024-02-25 15:46:00,2024-02-27 13:48:00,1,0,1,8,165720.0,6.034238267932248e-06,158,9
684,PepsiCo,31.61,2024-02-25 16:10:00,2024-02-29 21:26:00,0,1,1,10,364560.0,2.7430251727420103e-06,626,2
685,Coca-Cola,7.39,2024-02-25 16:19:00,2024-03-02 04:55:00,1,1,1,3,477360.0,2.0948506476230777e-06,264,3
686,Coca-Cola,24.66,2024-02-25 16:19:00,2024-02-29 04:21:00,1,1,0,8,302520.0,3.305555647376546e-06,264,3
687,Zara,88.93,2024-02-25 16:21:00,2024-02-26 07:56:00,0,0,1,7,56100.0,1.7824994206876884e-05,153,6
688,Pringles,29.46,2024-02-25 17:14:00,2024-02-28 23:38:00,1,1,1,3,282240.0,3.543071346827711e-06,323,3
689,Zara,68.82,2024-02-25 17:17:00,2024-03-01 08:08:00,0,0,1,6,399060.0,2.5058825593079756e-06,153,4
690,PepsiCo,32.51,2024-02-25 18:53:00,2024-02-27 09:56:00,1,1,0,16,140580.0,7.1133367951572406e-06,626,2
691,PepsiCo,27.37,2024-02-25 19:30:00,2024-02-28 03:50:00,1,1,1,13,202800.0,4.9309421551175786e-06,626,2
692,Pringles,27.2,2024-02-25 20:34:00,2024-03-01 14:03:00,0,1,1,1,408540.0,2.447734743881275e-06,323,3
693,Shunchen Sports Jia,65.09,2024-02-25 21:04:00,2024-03-01 03:51:00,0,0,0,11,370020.0,2.7025493147686213e-06,185,4
694,Pringles,26.5,2024-02-25 21:29:00,2024-02-28 21:35:00,1,1,0,17,259560.0,3.852658912548495e-06,323,3
695,Uniqlo,191.69,2024-02-25 22:43:00,2024-02-26 08:20:00,1,0,1,10,34620.0,2.888420322925392e-05,158,6
696,Pringles,25.26,2024-02-25 23:30:00,2024-02-29 14:32:00,1,1,1,13,313320.0,3.191614989100635e-06,323,3
697,Pringles,11.28,2024-02-25 23:57:00,2024-02-29 09:50:00,1,1,1,17,294780.0,3.3923488962992864e-06,323,3
698,Coca-Cola,8.81,2024-02-26 00:05:00,2024-03-02 20:05:00,0,1,1,6,504000.0,1.984123047374906e-06,264,3
699,PepsiCo,16.61,2024-02-26 00:07:00,2024-02-28 11:33:00,0,1,0,5,213960.0,4.673748954248671e-06,626,2
700,Uniqlo,110.43,2024-02-26 00:50:00,2024-02-27 13:06:00,0,0,1,20,130560.0,7.659255060852781e-06,158,7
701,Shunchen Sports Jia,75.37,2024-02-26 02:33:00,2024-02-28 18:20:00,0,0,0,14,229620.0,4.355002373476293e-06,185,4
702,Coca-Cola,23.84,2024-02-26 05:22:00,2024-03-03 01:04:00,0,1,0,2,502920.0,1.9883838614812266e-06,264,3
703,Shunchen Sports Jia,56.44,2024-02-26 05:58:00,2024-03-02 18:39:00,1,0,1,2,477660.0,2.093534954706371e-06,185,4
704,Pringles,25.73,2024-02-26 07:56:00,2024-02-27 15:16:00,1,1,0,5,112800.0,8.865169635020966e-06,323,8
705,NIKE,116.23,2024-02-26 08:38:00,2024-03-02 05:44:00,0,0,1,6,421560.0,2.372135942366585e-06,60,1
706,PepsiCo,33.07,2024-02-26 09:32:00,2024-02-28 17:44:00,1,1,0,11,202320.0,4.942640655196445e-06,626,2
707,PepsiCo,11.07,2024-02-26 10:04:00,2024-02-28 01:50:00,0,1,1,19,143160.0,6.985142601686214e-06,626,2
708,PepsiCo,22.89,2024-02-26 12:19:00,2024-03-01 20:47:00,0,1,0,11,376080.0,2.6590016512400255e-06,626,2
709,Pringles,12.86,2024-02-26 12:48:00,2024-02-29 10:07:00,0,1,1,2,249540.0,4.007357508385395e-06,323,3
710,PepsiCo,15.92,2024-02-26 16:03:00,2024-03-01 09:01:00,0,1,0,3,320280.0,3.1222582669593264e-06,626,2
711,Uniqlo,116.42,2024-02-26 17:59:00,2024-02-27 22:34:00,0,0,0,4,102900.0,9.718078541510773e-06,158,7
712,Coca-Cola,24.0,2024-02-26 18:11:00,2024-02-29 19:43:00,1,1,1,17,264720.0,3.777562037012553e-06,264,3
713,Uniqlo,100.72,2024-02-26 19:17:00,2024-03-03 12:18:00,0,0,0,17,493260.0,2.027324276600015e-06,158,1
714,PepsiCo,23.37,2024-02-26 19:36:00,2024-03-01 19:50:00,0,1,1,4,346440.0,2.8864943814386865e-06,626,2
715,361 Du KIDS,71.56,2024-02-26 19:43:00,2024-03-04 04:30:00,1,0,0,3,550020.0,1.8181123993447523e-06,58,4
716,PepsiCo,32.82,2024-02-26 19:48:00,2024-02-29 10:37:00,1,1,1,17,226140.0,4.422019890245466e-06,626,2
717,Uniqlo,182.6,2024-02-26 20:33:00,2024-02-28 21:53:00,1,0,1,16,177600.0,5.630598926807845e-06,158,9
718,PepsiCo,32.42,2024-02-26 21:04:00,2024-03-01 01:24:00,1,1,1,10,274800.0,3.6389969468815618e-06,626,2
719,Zara,139.52,2024-02-26 21:36:00,2024-03-03 03:37:00,1,0,1,20,453660.0,2.2042891057419526e-06,153,1
720,PepsiCo,11.48,2024-02-26 21:52:00,2024-03-02 07:53:00,1,1,1,17,381660.0,2.6201262376821316e-06,626,2
721,Pringles,14.14,2024-02-26 22:29:00,2024-02-29 22:45:00,0,1,0,3,260160.0,3.843773663231615e-06,323,3
722,Zara,64.84,2024-02-26 22:48:00,2024-03-02 01:05:00,0,0,1,5,353820.0,2.826287868724581e-06,153,4
723,Pringles,18.04,2024-02-26 23:33:00,2024-02-27 20:45:00,1,1,1,3,76320.0,1.3102553687713736e-05,323,8
